,Year_Site,Year_JulianDay_Site,Year_Round_Site,Site,Year_Round,Year,Year_JulianDay,HabitatType,Round,Flwr_Rich,Flwr_cov_perc,Bee_rich,Bee_abun,Abun_BB,Abun_SB,Notes,JulianDay,SumDD5,Treatment,YearMA,Treatment_Year,BterrAbun,BBAbun_notBterr,Blap,BBAbun_notBlap,LandscapeFlwrCov,LastYearAvgLFC,CumulativeLFC,LastYearCumulativeLFC
1194,2020_H6,2020_184_H6,2020_3_H6,H6,2020_3,2020,2020_184,Hedge,3,17,0.231246442,6,10,6,4,,184,1077.2,CIL,NA,CIL_NA,2,4,4,2,0.22591912,0.050834542,7.759917427,10.69304335
1205,2020_H9,2020_184_H9,2020_3_H9,H9,2020_3,2020,2020_184,Hedge,3,7,0.036952323,5,6,3,3,,184,1077.2,MA,2020,MA_2020,0,3,2,1,0.243279908,0.050833276,7.972723194,11.25718301
1215,2020_P12,2020_184_P12,2020_3_P12,P12,2020_3,2020,2020_184,Pasture,3,20,0.215919373,6,9,2,7,,184,1077.2,CIL,NA,CIL_NA,0,2,1,1,0.248975966,0.0722437,10.42112502,13.42733213
1279,2020_R12,2020_184_R12,2020_3_R12,R12,2020_3,2020,2020_184,Road Verge,3,17,0.372932793,3,6,4,2,,184,1077.2,MA,2020,MA_2020,0,4,0,4,0.237820522,0.069549699,9.958944876,12.83900863
1404,2020_W3,2020_184_W3,2020_3_W3,W3,2020_3,2020,2020_184,Water Retention Site,3,26,0.608065007,5,13,4,9,,184,1077.2,MA,2020,MA_2020,0,4,1,3,0.272721846,0.084121257,12.16560229,15.21890001
1206,2020_P1,2020_185_P1,2020_3_P1,P1,2020_3,2020,2020_185,Pasture,3,13,1.329672753,11,26,16,7,,185,1088.9,CIL,NA,CIL_NA,1,15,9,7,0.241669504,0.078039813,11.49521543,13.88534508
1231,2020_P19,2020_185_P19,2020_3_P19,P19,2020_3,2020,2020_185,Pasture,3,17,0.478739467,2,18,1,17,,185,1088.9,CIL,NA,CIL_NA,0,1,1,0,0.180878577,0.053402407,7.971197809,9.913201924
1311,2020_R4,2020_185_R4,2020_3_R4,R4,2020_3,2020,2020_185,Road Verge,3,29,1.219616373,11,58,30,26,,185,1088.9,MA,2020,MA_2020,1,29,19,11,0.258882891,0.081027006,12.00285233,14.616714
1338,2020_S3,2020_185_S3,2020_3_S3,S3,2020_3,2020,2020_185,Species Rich Grassland,3,15,0.185041707,6,18,13,5,,185,1088.9,CIL,NA,CIL_NA,0,13,8,5,0.176288107,0.059042972,8.376021383,10.17588243
1083,2020_CW7,2020_189_CW7,2020_3_CW7,CW7,2020_3,2020,2020_189,Water Retention Site,3,11,0.128237167,2,5,0,5,,189,1136.9,COL,NA,COL_NA,0,0,0,0,0.026487536,0.018929942,1.554566609,1.937996798
1093,2020_F1,2020_189_F1,2020_3_F1,F1,2020_3,2020,2020_189,Field Margin,3,6,0.0336648,0,0,0,0,,189,1136.9,MA,2021,MA_2021,0,0,0,0,0.010485701,0.007702204,0.352401306,0.57033238
1146,2020_F6,2020_189_F6,2020_3_F6,F6,2020_3,2020,2020_189,Field Margin,3,8,0.00500796,0,0,0,0,,189,1136.9,CIL,NA,CIL_NA,0,0,0,0,0.083660653,0.03984601,4.301218992,5.522629265
1242,2020_P22,2020_189_P22,2020_3_P22,P22,2020_3,2020,2020_189,Pasture,3,4,0.294506667,5,16,4,6,,189,1136.9,CIL,NA,CIL_NA,1,3,3,1,0.052008941,0.021521083,2.445455771,3.321279655
1286,2020_R14,2020_189_R14,2020_3_R14,R14,2020_3,2020,2020_189,Road Verge,3,6,0.0112678,1,1,1,0,,189,1136.9,MA,2020,MA_2020,1,0,0,1,0.020054732,0.012481985,0.871545784,1.291747913
1292,2020_R16,2020_189_R16,2020_3_R16,R16,2020_3,2020,2020_189,Road Verge,3,17,0.333310647,9,29,18,10,,189,1136.9,MA,2020,MA_2020,3,15,13,5,0.039256078,0.031831168,2.164660312,2.748998705
1306,2020_R20,2020_189_R20,2020_3_R20,R20,2020_3,2020,2020_189,Road Verge,3,20,0.69587066,7,8,3,5,,189,1136.9,CIL,NA,CIL_NA,0,3,1,2,0.087725647,0.040881181,4.564736046,5.806558698
1396,2020_W20,2020_189_W20,2020_3_W20,W20,2020_3,2020,2020_189,Water Retention Site,3,22,0.401604807,7,9,2,6,,189,1136.9,MA,2020,MA_2020,0,2,1,1,0.114815864,0.055095773,6.509008592,7.983857622
1403,2020_W22,2020_189_W22,2020_3_W22,W22,2020_3,2020,2020_189,Water Retention Site,3,14,0.124203457,1,1,0,1,,189,1136.9,CIL,NA,CIL_NA,0,0,0,0,0.02769447,0.01309809,1.284950547,1.769750187
949,2020_CF1,2020_191_CF1,2020_3_CF1,CF1,2020_3,2020,2020_191,Field Margin,3,24,2.54310822,4,13,7,6,,191,1160.4,COL,NA,COL_NA,2,5,5,2,0.030769551,0.022176378,2.075002586,2.586971621
1007,2020_CP1,2020_191_CP1,2020_3_CP1,CP1,2020_3,2020,2020_191,Pasture,3,13,0.47240334,5,19,10,6,,191,1160.4,COL,NA,COL_NA,0,10,5,5,0.063561222,0.049393051,4.620529107,6.068929554
1013,2020_CP2,2020_191_CP2,2020_3_CP2,CP2,2020_3,2020,2020_191,Pasture,3,8,0.202843687,3,8,1,7,,191,1160.4,COL,NA,COL_NA,0,1,1,0,0.062935446,0.044848113,4.490651134,5.804816911
1015,2020_CP3,2020_191_CP3,2020_3_CP3,CP3,2020_3,2020,2020_191,Pasture,3,4,0.014626267,0,0,0,0,,191,1160.4,COL,NA,COL_NA,0,0,0,0,0.017736194,0.017668421,1.156043378,1.709268268
1029,2020_CP8,2020_191_CP8,2020_3_CP8,CP8,2020_3,2020,2020_191,Pasture,3,5,0.14526322,1,4,0,4,,191,1160.4,COL,NA,COL_NA,0,0,0,0,0.085178406,0.058141226,5.768825498,7.191579188
1043,2020_CR2,2020_191_CR2,2020_3_CR2,CR2,2020_3,2020,2020_191,Road Verge,3,9,0.103211887,0,0,0,0,,191,1160.4,COL,NA,COL_NA,0,0,0,0,0.062580052,0.051984402,5.220178228,7.105332321
1139,2020_F3,2020_193_F3,2020_3_F3,F3,2020_3,2020,2020_193,Field Margin,3,10,0.307433073,3,7,1,4,,193,1181.3,MA,2021,MA_2021,0,1,1,0,0.076600226,0.059532647,5.867603035,7.165628777
1140,2020_F4,2020_193_F4,2020_3_F4,F4,2020_3,2020,2020_193,Field Margin,3,8,0.041952733,0,0,0,0,,193,1181.3,MA,2021,MA_2021,0,0,0,0,0.009303831,0.012233297,0.806557958,1.172309388
1246,2020_P23,2020_193_P23,2020_3_P23,P23,2020_3,2020,2020_193,Pasture,3,16,0.113274393,4,7,1,6,,193,1181.3,CIL,NA,CIL_NA,0,1,1,0,0.125033142,0.090630665,7.030970168,7.511896816
1281,2020_R13,2020_193_R13,2020_3_R13,R13,2020_3,2020,2020_193,Road Verge,3,11,0.55011966,1,1,0,1,,193,1181.3,CIL,NA,CIL_NA,0,0,0,0,0.009721919,0.011610126,0.867742544,1.231871759
1287,2020_R15,2020_193_R15,2020_3_R15,R15,2020_3,2020,2020_193,Road Verge,3,26,3.347214993,10,62,34,10,,193,1181.3,MA,2020,MA_2020,1,33,23,11,0.128709289,0.094763992,6.735293565,6.916728987
1344,2020_S5,2020_193_S5,2020_3_S5,S5,2020_3,2020,2020_193,Species Rich Grassland,3,15,0.062376287,1,2,2,0,,193,1181.3,CIL,NA,CIL_NA,0,2,2,0,0.119082581,0.088046346,6.236490222,6.423057037
1387,2020_W18,2020_193_W18,2020_3_W18,W18,2020_3,2020,2020_193,Water Retention Site,3,15,0.41837958,13,36,0,36,,193,1181.3,MA,2020,MA_2020,0,0,0,0,0.090013114,0.06664464,5.177003492,5.587819146
1308,2020_R3,2020_194_R3,2020_3_R3,R3,2020_3,2020,2020_194,Road Verge,3,0,0,0,0,0,0,not in bee or flower sheet,194,1192.2,CIL,NA,CIL_NA,0,0,0,0,0.086462229,0.065789752,6.244030462,7.759428695
975,2020_CF8,2020_195_CF8,2020_3_CF8,CF8,2020_3,2020,2020_195,Field Margin,3,13,0.979046007,5,46,39,2,,195,1205.5,COL,NA,COL_NA,1,38,22,17,0.069072043,0.057434303,4.338198452,4.886394046
1010,2020_CP10,2020_195_CP10,2020_3_CP10,CP10,2020_3,2020,2020_195,Pasture,3,10,0.137134273,4,11,8,3,,195,1205.5,COL,NA,COL_NA,0,8,8,0,0.186051035,0.145913097,11.15722048,11.96613042
1018,2020_CP4,2020_195_CP4,2020_3_CP4,CP4,2020_3,2020,2020_195,Pasture,3,6,0.531969453,12,17,4,12,,195,1205.5,COL,NA,COL_NA,1,3,2,2,0.098955175,0.073875418,8.039206766,10.29799867
1021,2020_CP5,2020_195_CP5,2020_3_CP5,CP5,2020_3,2020,2020_195,Pasture,3,11,0.024599267,2,3,2,1,,195,1205.5,COL,NA,COL_NA,0,2,2,0,0.09095962,0.078145972,5.681154858,6.297445791
1070,2020_CW10,2020_195_CW10,2020_3_CW10,CW10,2020_3,2020,2020_195,Water Retention Site,3,15,0.276293873,5,16,6,5,,195,1205.5,COL,NA,COL_NA,0,6,5,1,0.057273779,0.050659194,3.534997271,4.063922304
1087,2020_CW8,2020_195_CW8,2020_3_CW8,CW8,2020_3,2020,2020_195,Water Retention Site,3,12,0.038472807,3,5,4,1,,195,1205.5,COL,NA,COL_NA,1,3,3,1,0.056351828,0.053538389,3.772498228,4.471434273
1089,2020_CW9,2020_195_CW9,2020_3_CW9,CW9,2020_3,2020,2020_195,Water Retention Site,3,13,0.086870507,2,2,0,1,,195,1205.5,COL,NA,COL_NA,0,0,0,0,0.010535016,0.017509493,0.804103228,1.207446868
1356,2020_S9,2020_195_S9,2020_3_S9,S9,2020_3,2020,2020_195,Species Rich Grassland,3,24,1.98365856,10,120,49,10,,195,1205.5,CIL,NA,CIL_NA,12,37,31,18,0.264786537,0.210073789,14.50627689,14.36504219
1361,2020_W1,2020_195_W1,2020_1_W1,W1,2020_1,2020,2020_195,Water Retention Site,1,15,0.683316553,6,13,5,5,,195,1205.5,MA,2020,MA_2020,0,5,0,5,0.07480596,0.058157715,6.017611386,7.723340344
1144,2020_F5,2020_196_F5,2020_3_F5,F5,2020_3,2020,2020_196,Field Margin,3,6,0.083407673,0,0,0,0,,196,1216.6,MA,2021,MA_2021,0,0,0,0,0.035682681,0.026618172,2.33503031,2.984021853
1235,2020_P2,2020_196_P2,2020_3_P2,P2,2020_3,2020,2020_196,Pasture,3,1,2.53E-05,0,0,0,0,,196,1216.6,CIL,NA,CIL_NA,0,0,0,0,0.057411955,0.03999084,3.742690082,4.655041288
1240,2020_P21,2020_196_P21,2020_3_P21,P21,2020_3,2020,2020_196,Pasture,3,12,0.68033036,6,18,4,14,,196,1216.6,CIL,NA,CIL_NA,0,4,4,0,0.028122565,0.022074424,1.827031511,2.364998084
1352,2020_S7,2020_196_S7,2020_3_S7,S7,2020_3,2020,2020_196,Species Rich Grassland,3,21,1.8169136,11,63,37,13,,196,1216.6,CIL,NA,CIL_NA,3,34,29,8,0.154801546,0.111022931,7.805671904,8.129612525
958,2020_CF13,2020_197_CF13,2020_3_CF13,CF13,2020_3,2020,2020_197,Field Margin,3,1,0.0068724,1,3,0,0,,197,1228,COL,NA,COL_NA,0,0,0,0,0.006930096,0.013765535,0.497758373,0.82382682
1072,2020_CW11,2020_197_CW11,2020_3_CW11,CW11,2020_3,2020,2020_197,Water Retention Site,3,15,0.170202207,10,22,14,5,,197,1228,COL,NA,COL_NA,3,11,3,11,0.007858247,0.015358714,0.566126966,0.927384032
1104,2020_F13,2020_197_F13,2020_3_F13,F13,2020_3,2020,2020_197,Field Margin,3,0,0,0,0,0,0,,197,1228,MA,2020,MA_2020,0,0,0,0,0.006953106,0.01055939,0.614647017,0.84442617
1119,2020_F18,2020_197_F18,2020_3_F18,F18,2020_3,2020,2020_197,Field Margin,3,5,0.010544533,4,9,0,8,,197,1228,CIL,NA,CIL_NA,0,0,0,0,0.005078397,0.009483562,0.388154682,0.609290383
1210,2020_P10,2020_197_P10,2020_3_P10,P10,2020_3,2020,2020_197,Pasture,3,17,0.798529027,3,3,1,1,,197,1228,MA,2020,MA_2020,0,1,0,1,0.012663831,0.015344317,1.018854552,1.379814742
1219,2020_P14,2020_197_P14,2020_3_P14,P14,2020_3,2020,2020_197,Pasture,3,26,0.47015484,5,12,4,3,,197,1228,CIL,NA,CIL_NA,0,4,4,0,0.251934952,0.200497644,12.772396,12.81845736
1325,2020_R8,2020_197_R8,2020_3_R8,R8,2020_3,2020,2020_197,Road Verge,3,13,0.359604667,4,12,0,3,,197,1228,CIL,NA,CIL_NA,0,0,0,0,0.005189683,0.009753513,0.394089445,0.621880844
1348,2020_S6,2020_197_S6,2020_3_S6,S6,2020_3,2020,2020_197,Species Rich Grassland,3,25,0.853809213,12,44,27,16,,197,1228,CIL,NA,CIL_NA,2,25,17,10,0.153620958,0.121757555,8.168095944,8.526777801
1385,2020_W17,2020_197_W17,2020_3_W17,W17,2020_3,2020,2020_197,Water Retention Site,3,12,0.041555733,4,7,0,7,,197,1228,CIL,NA,CIL_NA,0,0,0,0,0.176925703,0.142703752,8.856776787,8.794917095
1390,2020_W19,2020_197_W19,2020_3_W19,W19,2020_3,2020,2020_197,Water Retention Site,3,8,0.099199893,1,1,1,0,,197,1228,MA,2020,MA_2020,0,1,0,1,0.012790235,0.014045228,0.943546786,1.27582636
960,2020_CF3,2020_199_CF3,2020_3_CF3,CF3,2020_3,2020,2020_199,Field Margin,3,15,0.470006407,4,19,10,0,,199,1250.6,COL,NA,COL_NA,1,9,8,2,0.016241607,0.015610867,1.034873372,1.306728257
1026,2020_CP7,2020_199_CP7,2020_3_CP7,CP7,2020_3,2020,2020_199,Pasture,3,6,0.338765673,3,4,2,2,,199,1250.6,COL,NA,COL_NA,0,2,0,2,0.047119165,0.04156504,3.299385915,4.219812211
1037,2020_CR1,2020_199_CR1,2020_3_CR1,CR1,2020_3,2020,2020_199,Road Verge,3,18,0.291340867,0,0,0,0,,199,1250.6,COL,NA,COL_NA,0,0,0,0,0.069274918,0.058050715,4.964348009,6.191872561
1057,2020_CR7,2020_199_CR7,2020_3_CR7,CR7,2020_3,2020,2020_199,Road Verge,3,10,0.2637632,1,2,2,0,,199,1250.6,COL,NA,COL_NA,0,2,0,2,0.007393809,0.008266271,0.392857799,0.595716257
1066,2020_CW1,2020_199_CW1,2020_3_CW1,CW1,2020_3,2020,2020_199,Water Retention Site,3,6,0.121480107,2,3,2,1,,199,1250.6,COL,NA,COL_NA,0,2,2,0,0.065111901,0.06293417,4.627986217,5.468771309
1078,2020_CW4,2020_199_CW4,2020_3_CW4,CW4,2020_3,2020,2020_199,Water Retention Site,3,16,0.170518127,5,7,4,3,,199,1250.6,COL,NA,COL_NA,1,3,0,4,0.010487537,0.010898525,0.615663623,0.879052836
1249,2020_P24,2020_199_P24,2020_3_P24,P24,2020_3,2020,2020_199,Pasture,3,6,0.45588176,3,9,3,0,,199,1250.6,MA,2020,MA_2020,0,3,1,2,0.179219251,0.251111583,12.74681126,11.39417091
1354,2020_S8,2020_199_S8,2020_3_S8,S8,2020_3,2020,2020_199,Species Rich Grassland,3,20,0.362409093,2,10,7,0,,199,1250.6,CIL,NA,CIL_NA,0,7,7,0,0.179992154,0.252117892,12.8018038,11.44019991
1398,2020_W21,2020_199_W21,2020_3_W21,W21,2020_3,2020,2020_199,Water Retention Site,3,5,0.0395904,5,22,11,1,,199,1250.6,MA,2020,MA_2020,1,10,9,2,0.030778557,0.028341878,2.103562066,2.753868937
954,2020_CF12,2020_200_CF12,2020_3_CF12,CF12,2020_3,2020,2020_200,Field Margin,3,6,0.0171284,0,0,0,0,,200,1266.3,COL,NA,COL_NA,0,0,0,0,0.012680575,0.012191534,0.898268933,1.175121311
1097,2020_F10,2020_200_F10,2020_3_F10,F10,2020_3,2020,2020_200,Field Margin,3,7,0.086763847,1,2,0,2,,200,1266.3,CIL,NA,CIL_NA,0,0,0,0,0.015050757,0.016966128,1.276805527,1.480269501
1100,2020_F11,2020_200_F11,2020_3_F11,F11,2020_3,2020,2020_200,Field Margin,3,5,0.071588053,0,0,0,0,,200,1266.3,CIL,NA,CIL_NA,0,0,0,0,0.005032232,0.003394165,0.100814923,0.191833404
1107,2020_F14,2020_200_F14,2020_3_F14,F14,2020_3,2020,2020_200,Field Margin,3,13,0.17657532,7,9,2,5,,200,1266.3,CIL,NA,CIL_NA,0,2,1,1,0.004903284,0.003291612,0.09957074,0.186537726
1134,2020_F22,2020_200_F22,2020_3_F22,F22,2020_3,2020,2020_200,Field Margin,3,11,0.617409487,12,50,11,19,,200,1266.3,MA,2020,MA_2020,0,11,4,7,0.006689508,0.004490493,0.135862835,0.254486301
1153,2020_F8,2020_200_F8,2020_3_F8,F8,2020_3,2020,2020_200,Field Margin,3,8,0.180361573,3,9,4,0,,200,1266.3,CIL,NA,CIL_NA,3,1,0,4,0.025108944,0.029800525,2.663733693,3.232283819
1155,2020_F9,2020_200_F9,2020_3_F9,F9,2020_3,2020,2020_200,Field Margin,3,3,0.046648753,2,2,0,1,,200,1266.3,CIL,NA,CIL_NA,0,0,0,0,0.016095599,0.01719437,0.96409741,1.120907325
1223,2020_P16,2020_200_P16,2020_3_P16,P16,2020_3,2020,2020_200,Pasture,3,12,0.085681647,7,10,0,10,,200,1266.3,CIL,NA,CIL_NA,0,0,0,0,0.029835265,0.054492739,2.89367367,2.868310481
1274,2020_R10,2020_200_R10,2020_3_R10,R10,2020_3,2020,2020_200,Road Verge,3,6,0.016169333,1,1,0,1,,200,1266.3,CIL,NA,CIL_NA,0,0,0,0,0.006542328,0.004364608,0.135201856,0.248226367
1321,2020_R7,2020_200_R7,2020_3_R7,R7,2020_3,2020,2020_200,Road Verge,3,10,0.161758813,1,1,0,0,,200,1266.3,MA,2020,MA_2020,0,0,0,0,0.059085581,0.164608492,8.239929866,7.342605993
1370,2020_W12,2020_200_W12,2020_3_W12,W12,2020_3,2020,2020_200,Water Retention Site,3,14,0.36087692,4,11,6,4,,200,1266.3,CIL,NA,CIL_NA,0,6,0,6,0.02997359,0.034321605,1.828893705,2.112765415
1373,2020_W13,2020_200_W13,2020_3_W13,W13,2020_3,2020,2020_200,Water Retention Site,3,8,0.090592027,6,6,1,5,,200,1266.3,MA,2020,MA_2020,0,1,0,1,0.047889707,0.050572183,4.297004268,5.393766598
1374,2020_W14,2020_200_W14,2020_3_W14,W14,2020_3,2020,2020_200,Water Retention Site,3,14,0.060646893,2,2,0,1,,200,1266.3,CIL,NA,CIL_NA,0,0,0,0,0.026401181,0.02224817,1.480913655,1.999586094
1379,2020_W15,2020_200_W15,2020_3_W15,W15,2020_3,2020,2020_200,Water Retention Site,3,19,1.169251313,10,24,5,16,,200,1266.3,CIL,NA,CIL_NA,0,5,1,4,0.021950706,0.016668868,0.965628314,1.354414298
1380,2020_W16,2020_200_W16,2020_3_W16,W16,2020_3,2020,2020_200,Water Retention Site,3,14,0.026290747,1,3,0,3,,200,1266.3,CIL,NA,CIL_NA,0,0,0,0,0.021044532,0.021340689,1.633789013,2.054045718
1407,2020_W4,2020_200_W4,2020_3_W4,W4,2020_3,2020,2020_200,Water Retention Site,3,21,0.219392893,3,3,0,3,,200,1266.3,MA,2020,MA_2020,0,0,0,0,0.028518112,0.047336907,2.551404526,2.59239711
1127,2020_F2,2020_201_F2,2020_3_F2,F2,2020_3,2020,2020_201,Field Margin,3,15,0.1440624,4,8,1,7,,201,1281.8,CIL,NA,CIL_NA,0,1,1,0,0.009292367,0.01154082,0.884368654,1.121284728
1129,2020_F20,2020_201_F20,2020_3_F20,F20,2020_3,2020,2020_201,Field Margin,3,17,0.288064833,3,9,0,2,,201,1281.8,CIL,NA,CIL_NA,0,0,0,0,0.066512114,0.131777305,8.570282094,9.060914509
1237,2020_P20,2020_201_P20,2020_3_P20,P20,2020_3,2020,2020_201,Pasture,3,5,0.007631567,0,0,0,0,,201,1281.8,MA,2020,MA_2020,0,0,0,0,0.049594301,0.089876251,7.661086703,9.1306728
1257,2020_P6,2020_201_P6,2020_3_P6,P6,2020_3,2020,2020_201,Pasture,3,17,0.10722498,2,4,0,4,,201,1281.8,CIL,NA,CIL_NA,0,0,0,0,0.08764648,0.191126188,11.44614242,11.52032079
1263,2020_P8,2020_201_P8,2020_3_P8,P8,2020_3,2020,2020_201,Pasture,3,7,1.136992247,7,31,17,6,,201,1281.8,MA,2020,MA_2020,3,14,5,12,0.037012506,0.06602344,5.948275725,7.224998334
1275,2020_R11,2020_201_R11,2020_3_R11,R11,2020_3,2020,2020_201,Road Verge,3,16,2.00887222,2,2,0,2,,201,1281.8,CIL,NA,CIL_NA,0,0,0,0,0.036574757,0.062551213,5.715387835,6.973653817
1314,2020_R5,2020_201_R5,2020_3_R5,R5,2020_3,2020,2020_201,Road Verge,3,19,0.656261773,3,12,0,6,,201,1281.8,MA,2020,MA_2020,0,0,0,0,0.037846816,0.062070102,5.546674347,6.678793287
1360,2020_W1,2020_201_W1,2020_3_W1,W1,2020_3,2020,2020_201,Water Retention Site,3,20,0.22938774,2,6,0,2,,201,1281.8,MA,2020,MA_2020,0,0,0,0,0.040116297,0.069721327,6.382124519,7.723340344
1110,2020_F15,2020_202_F15,2020_3_F15,F15,2020_3,2020,2020_202,Field Margin,3,11,0.115339833,4,5,0,4,,202,1293.7,CIL,NA,CIL_NA,0,0,0,0,0.021593976,0.042824763,2.095959945,1.884219902
1113,2020_F16,2020_202_F16,2020_3_F16,F16,2020_3,2020,2020_202,Field Margin,3,6,0.039462667,0,0,0,0,,202,1293.7,CIL,NA,CIL_NA,0,0,0,0,0.122372672,0.244390033,14.8828214,15.00480711
1213,2020_P11,2020_202_P11,2020_3_P11,P11,2020_3,2020,2020_202,Pasture,3,19,0.180439093,4,21,10,2,,202,1293.7,CIL,NA,CIL_NA,1,9,9,1,0.046581473,0.083479989,7.656620122,9.235143953
1224,2020_P17,2020_202_P17,2020_3_P17,P17,2020_3,2020,2020_202,Pasture,3,9,0.042389627,0,0,0,0,,202,1293.7,CIL,NA,CIL_NA,0,0,0,0,0.099516699,0.210438525,10.39264863,9.0962085
1252,2020_P4,2020_202_P4,2020_3_P4,P4,2020_3,2020,2020_202,Pasture,3,8,0.08953176,0,0,0,0,,202,1293.7,CIL,NA,CIL_NA,0,0,0,0,0.126519014,0.266373735,15.40374827,14.9268847
1256,2020_P5,2020_202_P5,2020_3_P5,P5,2020_3,2020,2020_202,Pasture,3,9,0.121398093,2,3,0,3,,202,1293.7,CIL,NA,CIL_NA,0,0,0,0,0.066808411,0.133347427,9.005896097,9.566406422
1296,2020_R18,2020_202_R18,2020_3_R18,R18,2020_3,2020,2020_202,Road Verge,3,22,0.21057464,10,16,2,14,,202,1293.7,MA,2020,MA_2020,1,1,1,1,0.097662149,0.19563001,11.17251088,10.89228686
1335,2020_S2,2020_202_S2,2020_3_S2,S2,2020_3,2020,2020_202,Species Rich Grassland,3,10,0.069742333,0,0,0,0,,202,1293.7,CIL,NA,CIL_NA,0,0,0,0,0.098747256,0.194112307,11.87517509,11.94526852
1343,2020_S4,2020_202_S4,2020_3_S4,S4,2020_3,2020,2020_202,Species Rich Grassland,3,24,0.616311593,10,28,15,11,,202,1293.7,CIL,NA,CIL_NA,0,15,12,3,0.125610326,0.264693712,15.23876207,14.73143902
1393,2020_W2,2020_202_W2,2020_3_W2,W2,2020_3,2020,2020_202,Water Retention Site,3,12,0.07614822,0,0,0,0,,202,1293.7,CIL,NA,CIL_NA,0,0,0,0,0.097949176,0.192201333,11.68727909,11.67387172
952,2020_CF10,2020_203_CF10,2020_3_CF10,CF10,2020_3,2020,2020_203,Field Margin,3,4,0.029418507,0,0,0,0,,203,1304.7,COL,NA,COL_NA,0,0,0,0,0.041010393,0.076527688,4.341860831,4.069963732
980,2020_CF9,2020_203_CF9,2020_3_CF9,CF9,2020_3,2020,2020_203,Field Margin,3,6,0.133380053,4,16,4,0,,203,1304.7,COL,NA,COL_NA,2,2,1,3,0.013705028,0.022980597,2.039269513,2.445064761
1023,2020_CP6,2020_203_CP6,2020_3_CP6,CP6,2020_3,2020,2020_203,Pasture,3,5,0.145722547,0,0,0,0,,203,1304.7,COL,NA,COL_NA,0,0,0,0,0.038202987,0.065615027,5.179023381,6.026967816
1040,2020_CR10,2020_203_CR10,2020_3_CR10,CR10,2020_3,2020,2020_203,Road Verge,3,16,0.094888787,1,1,1,0,,203,1304.7,COL,NA,COL_NA,1,0,0,1,0.010772009,0.012222366,1.035734843,1.251305126
1059,2020_CR8,2020_203_CR8,2020_3_CR8,CR8,2020_3,2020,2020_203,Road Verge,3,16,0.23948828,5,8,3,2,,203,1304.7,COL,NA,COL_NA,0,3,1,2,0.013101411,0.00827374,0.60085197,0.775653732
1063,2020_CR9,2020_203_CR9,2020_3_CR9,CR9,2020_3,2020,2020_203,Road Verge,3,15,0.413839973,8,13,4,5,,203,1304.7,COL,NA,COL_NA,1,3,0,4,0.016493124,0.016916324,1.334053926,1.62708794
1081,2020_CW5,2020_203_CW5,2020_3_CW5,CW5,2020_3,2020,2020_203,Water Retention Site,3,18,0.209845133,4,9,0,7,,203,1304.7,COL,NA,COL_NA,0,0,0,0,0.016135292,0.010580345,0.723049171,0.880186878
1132,2020_F21,2020_203_F21,2020_3_F21,F21,2020_3,2020,2020_203,Field Margin,3,8,0.038825147,2,4,0,2,,203,1304.7,CIL,NA,CIL_NA,0,0,0,0,0.119640561,0.248817864,12.46166686,10.76217904
1151,2020_F7,2020_203_F7,2020_3_F7,F7,2020_3,2020,2020_203,Field Margin,3,7,0.023890987,0,0,0,0,,203,1304.7,MA,2020,MA_2020,0,0,0,0,0.047191105,0.089498081,7.451012725,8.679366386
1229,2020_P18,2020_203_P18,2020_3_P18,P18,2020_3,2020,2020_203,Pasture,3,15,0.288948673,7,21,17,4,,203,1304.7,MA,2020,MA_2020,0,17,11,6,0.057322603,0.111587721,8.52059286,9.601359191
1294,2020_R17,2020_203_R17,2020_3_R17,R17,2020_3,2020,2020_203,Road Verge,3,10,0.187643913,2,2,1,1,,203,1304.7,CIL,NA,CIL_NA,0,1,0,1,0.037496716,0.063304081,5.256102836,6.206737637
1318,2020_R6,2020_203_R6,2020_3_R6,R6,2020_3,2020,2020_203,Road Verge,3,13,0.44641504,5,7,0,5,,203,1304.7,MA,2020,MA_2020,0,0,0,0,0.034868067,0.065832605,5.873384164,7.053951361
1332,2020_S10,2020_203_S10,2020_3_S10,S10,2020_3,2020,2020_203,Species Rich Grassland,3,21,1.079052747,8,126,21,5,,203,1304.7,CIL,NA,CIL_NA,5,16,15,6,0.073297619,0.142859705,8.444223339,8.292549949
1366,2020_W11,2020_203_W11,2020_3_W11,W11,2020_3,2020,2020_203,Water Retention Site,3,13,0.0441545,2,5,5,0,,203,1304.7,CIL,NA,CIL_NA,0,5,4,1,0.021428776,0.028920831,2.185008649,2.577037407
1103,2020_F12,2020_204_F12,2020_3_F12,F12,2020_3,2020,2020_204,Field Margin,3,10,0.49356966,3,9,1,1,,204,1315.6,CIL,NA,CIL_NA,0,1,0,1,0.022592915,0.038470624,2.064831445,1.90960575
1118,2020_F17,2020_204_F17,2020_3_F17,F17,2020_3,2020,2020_204,Field Margin,3,8,0.932256827,4,7,1,3,,204,1315.6,CIL,NA,CIL_NA,0,1,0,1,0.004394098,0.002416784,0.157198736,0.216571879
1301,2020_R19,2020_204_R19,2020_3_R19,R19,2020_3,2020,2020_204,Road Verge,3,22,1.93823984,10,164,14,12,,204,1315.6,CIL,NA,CIL_NA,0,14,14,0,0.07987927,0.122647889,9.70169691,11.00420954
